claim_status,video_id,video_duration_sec,verified_status,author_ban_status,video_view_count,video_like_count,video_share_count,video_download_count,video_comment_count,Total Interactions,Video Classification
opinion,2290093185,16,not verified,active,4924,1739,261,33,8,6932,Typical
opinion,9431548056,15,not verified,active,9964,4280,1053,66,4,15301,Typical
opinion,4316632841,12,not verified,active,3071,888,317,11,3,4279,Unpopular
opinion,8960880682,46,not verified,active,4537,48,9,1,0,4594,Unpopular
opinion,9193817384,43,not verified,active,532,44,13,1,0,589,Unpopular
opinion,5021979230,55,not verified,active,8666,335,0,2,0,9001,Typical
opinion,5574495840,27,verified,active,5517,1434,385,22,7,7343,Typical
opinion,4804005487,19,not verified,active,8339,1487,486,35,5,10317,Typical
opinion,5818835062,57,not verified,active,8130,1220,162,12,1,9513,Typical
opinion,9188055903,24,not verified,active,9768,3147,266,52,18,13199,Typical
opinion,9096528827,60,not verified,active,3408,492,190,11,3,4093,Unpopular
opinion,2103772422,34,not verified,active,6467,2310,109,33,7,8893,Typical
opinion,5508605632,44,not verified,active,7058,1607,298,19,5,8968,Typical
opinion,2308099656,8,not verified,active,8161,2785,595,60,11,11552,Typical
opinion,6502265512,22,not verified,active,4041,928,58,10,1,5028,Unpopular
opinion,3190234950,16,not verified,under review,8068,2577,981,0,0,11626,Typical
opinion,5060281166,22,verified,active,8019,3503,222,70,21,11765,Typical
opinion,6481429102,52,not verified,active,3930,212,41,4,0,4183,Unpopular
opinion,4697585133,25,not verified,active,1969,42,15,1,0,2026,Unpopular
opinion,3606964332,10,not verified,active,2231,323,98,1,0,2652,Unpopular
opinion,7676876434,32,verified,active,9634,2869,1127,65,9,13639,Typical
opinion,8440203301,36,not verified,active,7433,1309,23,25,5,8770,Typical
opinion,7673669385,28,not verified,active,8735,2645,82,34,0,11462,Typical
opinion,2453637134,46,not verified,active,778,90,24,2,1,893,Unpopular
opinion,4987001516,39,not verified,active,5635,1636,541,10,3,7815,Typical
opinion,6035362397,50,not verified,active,6817,567,137,1,0,7521,Typical
opinion,5989599510,51,not verified,active,2046,150,48,1,0,2244,Unpopular
opinion,4809069717,24,verified,under review,4320,986,194,23,0,5500,Unpopular
opinion,4435338358,40,not verified,active,7071,1628,446,33,2,9147,Typical
opinion,4789096916,10,not verified,active,6489,2729,506,59,9,9733,Typical
opinion,5410739736,24,not verified,active,4756,278,73,3,0,5107,Unpopular
opinion,4326942414,28,verified,active,1915,302,33,0,0,2250,Unpopular
opinion,2329847448,59,not verified,active,4163,1238,254,15,2,5657,Unpopular
opinion,3336893192,44,not verified,active,2075,618,94,11,0,2787,Unpopular
opinion,3296367575,15,not verified,active,5951,2001,363,15,4,8319,Typical
opinion,9056317781,31,not verified,active,3465,1473,62,35,1,5001,Unpopular
opinion,8245825436,20,not verified,active,6314,142,52,1,0,6508,Typical
opinion,7720670603,27,not verified,active,9994,1258,71,5,2,11325,Typical
opinion,6611043460,52,not verified,active,5409,969,321,11,2,6701,Typical
opinion,6627762005,49,not verified,active,4276,254,9,6,0,4539,Unpopular
opinion,8147216226,34,not verified,active,7666,733,169,9,1,8569,Typical
opinion,9626070693,46,not verified,active,9938,2854,761,68,26,13579,Typical
opinion,3936698668,34,not verified,active,2687,502,8,10,4,3201,Unpopular
opinion,4805426632,27,verified,active,2477,279,23,3,1,2780,Unpopular
opinion,5566063909,13,verified,active,7457,993,100,7,2,8552,Typical
opinion,3398826221,49,not verified,active,4111,1035,180,3,1,5327,Unpopular
opinion,9413508318,50,not verified,active,9760,3722,330,18,5,13817,Typical
opinion,9665448992,16,not verified,active,3635,1420,479,32,1,5535,Unpopular
opinion,3222450783,58,not verified,active,1258,157,51,3,0,1466,Unpopular
opinion,1397726255,47,not verified,active,617,19,2,0,0,638,Unpopular
opinion,3828689483,42,not verified,active,3709,168,51,3,1,3929,Unpopular
opinion,6815332691,60,not verified,active,1560,125,35,0,0,1720,Unpopular
opinion,7125224244,54,not verified,active,9464,3416,1162,74,1,14043,Typical
opinion,5093128926,34,not verified,active,7200,1459,458,22,6,9123,Typical
opinion,7967585360,18,verified,active,1722,257,81,3,1,2061,Unpopular
opinion,7413849183,12,not verified,active,571,122,9,2,0,702,Unpopular
opinion,9986808489,12,not verified,active,4312,158,31,2,0,4501,Unpopular
opinion,9065715956,42,not verified,banned,7668,1059,263,19,1,8991,Typical
opinion,5470431201,57,not verified,active,6874,929,190,4,1,7994,Typical
opinion,1521038668,16,not verified,active,2678,664,145,8,2,3489,Unpopular
opinion,1701074336,43,not verified,active,4630,712,58,0,0,5400,Unpopular
opinion,6082908632,7,not verified,active,5580,1984,778,2,0,8342,Typical
opinion,2850399358,27,not verified,active,6734,183,42,3,1,6960,Typical
opinion,6626540699,23,not verified,active,2417,529,209,5,1,3156,Unpopular
opinion,2288892101,12,not verified,active,1324,153,8,3,0,1485,Unpopular
opinion,9409133279,17,not verified,banned,9234,3967,590,97,28,13819,Typical
opinion,7962176071,55,verified,active,763,86,26,2,1,876,Unpopular
opinion,3022358079,47,not verified,active,3205,1314,6,5,1,4526,Unpopular
opinion,4765922236,43,not verified,active,2236,674,173,12,4,3087,Unpopular
opinion,6650768836,22,not verified,active,7213,2340,591,13,5,10149,Typical
opinion,9633336978,50,not verified,active,5014,71,12,1,0,5097,Unpopular
opinion,5311906647,32,not verified,under review,1811,413,21,6,2,2247,Unpopular
opinion,7633902472,6,verified,active,6704,994,386,4,0,8084,Typical
opinion,7376786373,9,not verified,active,5914,1406,450,32,10,7780,Typical
opinion,2111535008,43,not verified,under review,4259,1626,533,32,5,6423,Typical
opinion,7570947010,58,not verified,active,1538,256,76,3,1,1871,Unpopular
opinion,9880882257,26,not verified,active,4541,1361,208,3,1,6111,Unpopular
opinion,6590562743,56,not verified,active,9525,1426,46,23,0,10997,Typical
opinion,7698283375,6,not verified,active,1985,282,68,2,0,2335,Unpopular
opinion,4423650957,58,not verified,active,672,268,88,3,1,1029,Unpopular
opinion,4880268843,60,not verified,active,3249,329,72,1,0,3650,Unpopular
opinion,2548454679,31,not verified,active,7869,2466,613,2,0,10948,Typical
opinion,5854633433,49,not verified,active,9015,2193,348,34,10,11566,Typical
opinion,4778517652,48,not verified,active,9849,891,156,2,1,10897,Typical
opinion,3526637471,12,not verified,active,496,1,0,0,0,497,Unpopular
opinion,5858595465,45,not verified,active,9438,1493,135,14,3,11069,Typical
opinion,1496312628,7,not verified,active,9950,82,24,2,1,10057,Typical
opinion,6097683224,14,not verified,active,1184,7,2,0,0,1193,Unpopular
opinion,2696033834,45,not verified,active,5576,2102,766,42,10,8454,Typical
opinion,2310697768,34,not verified,active,5605,875,172,19,5,6657,Typical
opinion,2108871516,45,not verified,active,4363,582,40,2,0,4985,Unpopular
opinion,4355555859,21,not verified,active,1828,137,0,3,1,1966,Unpopular
opinion,4645297334,27,verified,active,5140,355,98,7,2,5595,Unpopular
opinion,5595583106,5,not verified,under review,6535,1554,6,28,11,8106,Typical
opinion,9250278491,48,not verified,active,7026,2404,263,59,10,9703,Typical
opinion,6550242272,36,not verified,active,7660,1959,103,26,8,9730,Typical
opinion,2565014630,24,not verified,active,3237,10,1,0,0,3248,Unpopular
opinion,9329683744,20,not verified,under review,1352,306,60,7,2,1720,Unpopular
opinion,2747002685,50,verified,active,7180,1535,353,8,3,9071,Typical
opinion,4319482768,14,not verified,active,5211,1238,182,1,0,6631,Typical
opinion,4704977188,23,not verified,active,5441,1571,254,32,2,7268,Typical
opinion,3938248499,35,not verified,active,2658,725,164,6,2,3549,Unpopular
opinion,6664479814,20,not verified,active,1737,76,20,1,0,1833,Unpopular
opinion,2708922836,16,not verified,active,5787,1878,517,20,5,8187,Typical
opinion,8126600051,5,not verified,under review,9855,869,259,9,1,10984,Typical
opinion,9514610302,17,not verified,active,795,318,27,0,0,1140,Unpopular
opinion,8771144422,59,not verified,active,1784,226,18,3,0,2028,Unpopular
opinion,4111214693,40,not verified,under review,2416,251,34,0,0,2701,Unpopular
opinion,1845649600,11,not verified,active,5235,1336,72,25,1,6644,Typical
opinion,9527099345,58,verified,active,3760,146,14,2,0,3920,Unpopular
opinion,4408283000,29,not verified,active,4767,2106,819,30,6,7698,Typical
opinion,7543328259,20,not verified,active,8039,3351,850,43,12,12252,Typical
opinion,8157724912,58,not verified,active,7922,25,7,0,0,7954,Typical
opinion,6387520149,23,not verified,active,7159,2523,393,23,3,10078,Typical
opinion,7104827779,24,not verified,active,6833,2683,451,27,3,9970,Typical
opinion,1707209160,20,not verified,active,3808,1298,167,28,8,5281,Unpopular
opinion,9300614231,46,not verified,active,5070,1939,617,2,1,7627,Typical
opinion,1388526572,35,verified,active,2363,189,1,4,0,2553,Unpopular
opinion,2060327527,15,not verified,active,1323,269,23,4,1,1616,Unpopular
opinion,9895410087,22,not verified,active,6990,2683,990,16,6,10669,Typical
opinion,2943839834,15,not verified,active,624,43,4,1,0,671,Unpopular
opinion,9719753201,25,not verified,active,2234,254,100,1,0,2588,Unpopular
opinion,6365649147,57,not verified,active,9590,2605,236,10,2,12433,Typical
opinion,3659776747,38,verified,active,1825,572,138,9,2,2537,Unpopular
opinion,8133611292,18,verified,active,4812,1991,117,15,3,6923,Typical
opinion,2727397890,10,not verified,active,1344,423,164,1,0,1931,Unpopular
opinion,1662914966,47,not verified,active,117,50,3,1,0,170,Unpopular
opinion,9640414027,49,verified,active,172,59,3,1,0,234,Unpopular
opinion,5730140036,14,not verified,active,5269,1121,18,13,4,6412,Typical
opinion,2437251154,51,not verified,active,1260,63,9,2,0,1332,Unpopular
opinion,2221819043,5,verified,active,9493,3217,330,0,0,13040,Typical
opinion,9066330456,6,not verified,active,5793,2323,557,28,0,8673,Typical
opinion,9362472971,55,verified,active,9537,2606,205,16,2,12350,Typical
opinion,8851495380,29,not verified,under review,2488,838,331,8,1,3658,Unpopular
opinion,3264568063,16,verified,active,7861,245,96,1,0,8202,Typical
opinion,7003180463,32,verified,active,3083,173,13,1,0,3269,Unpopular
opinion,5728262771,58,not verified,active,5035,704,151,12,4,5894,Unpopular
opinion,8408049250,42,not verified,active,1565,94,38,2,1,1698,Unpopular
opinion,1793932955,32,verified,active,6209,2315,544,7,1,9069,Typical
opinion,9548494626,60,not verified,active,420,147,20,2,1,588,Unpopular
opinion,7052547598,43,not verified,active,1811,386,116,10,0,2313,Unpopular
opinion,2504710760,12,verified,active,5566,848,223,9,3,6640,Typical
opinion,3439863489,32,not verified,active,291,71,11,1,0,373,Unpopular
opinion,2354553844,35,not verified,active,9355,2120,53,27,7,11535,Typical
opinion,4061074068,26,not verified,active,8019,443,59,5,0,8521,Typical
opinion,9003056017,46,not verified,active,6703,827,160,18,1,7691,Typical
opinion,2087979533,44,not verified,active,9428,1372,447,13,4,11251,Typical
opinion,5686196336,13,not verified,active,2829,447,168,3,1,3445,Unpopular
opinion,9364367346,37,not verified,active,5601,2419,99,57,10,8129,Typical
opinion,2818004798,55,not verified,active,6267,1358,44,16,2,7671,Typical
opinion,2436130047,50,not verified,active,3131,1263,321,9,1,4716,Unpopular
opinion,3645977177,23,not verified,active,9334,3679,1069,61,0,14082,Typical
opinion,8318288266,11,not verified,active,5741,808,199,2,0,6748,Typical
opinion,1969382292,45,not verified,active,888,8,1,0,0,897,Unpopular
opinion,3711030996,36,not verified,active,397,60,9,1,0,466,Unpopular
opinion,7481484147,55,not verified,active,6229,1907,710,30,7,8853,Typical
opinion,3644973114,26,not verified,banned,317,1,0,0,0,318,Unpopular
opinion,8624177459,18,not verified,active,3791,660,63,9,1,4515,Unpopular
opinion,1491671784,49,not verified,active,9653,184,61,1,0,9898,Typical
opinion,5769988747,36,not verified,active,1126,457,173,3,1,1757,Unpopular
opinion,5068501413,53,not verified,active,5019,1287,396,5,0,6702,Typical
opinion,7482632334,52,not verified,active,548,22,3,0,0,573,Unpopular
opinion,3065507445,32,not verified,active,7271,2222,167,34,8,9668,Typical
opinion,6149048482,48,verified,active,66,5,1,0,0,72,Unpopular
opinion,3102918264,35,not verified,active,4844,1952,411,2,0,7207,Typical
opinion,5863974624,16,not verified,active,1448,396,143,5,2,1989,Unpopular
opinion,9123258769,51,not verified,active,2942,583,156,2,1,3682,Unpopular
opinion,4745441300,11,not verified,active,556,222,61,4,0,839,Unpopular
opinion,1988038499,56,not verified,active,240,22,2,1,0,264,Unpopular
opinion,3744571453,39,not verified,active,2926,205,73,1,0,3204,Unpopular
opinion,4829019954,9,not verified,active,9712,1126,78,5,0,10916,Typical
opinion,3141525976,24,not verified,active,9445,3131,528,8,3,13107,Typical
opinion,9242784383,6,not verified,active,5234,1955,199,49,1,7389,Typical
opinion,9397478371,58,verified,active,6073,1232,170,27,7,7482,Typical
opinion,7248526786,46,not verified,active,4177,480,184,3,1,4842,Unpopular
opinion,6632441821,36,not verified,active,9048,1866,161,26,6,11081,Typical
opinion,5557131922,9,not verified,active,5053,543,38,11,2,5636,Unpopular
opinion,4585184385,33,not verified,active,3464,376,47,9,1,3888,Unpopular
opinion,2298395303,14,not verified,active,9474,3059,28,4,1,12562,Typical
opinion,9200384399,48,verified,active,9304,3038,101,23,5,12448,Typical
opinion,6920222722,55,not verified,active,1007,59,2,1,0,1068,Unpopular
opinion,6540903237,11,not verified,active,4631,1935,255,40,5,6826,Typical
opinion,5508935105,39,not verified,active,804,348,4,3,0,1156,Unpopular
opinion,2038796512,30,not verified,active,774,37,2,0,0,813,Unpopular
opinion,4070252098,19,verified,active,5503,941,214,5,1,6659,Typical
opinion,2855285356,21,not verified,active,6675,2865,924,14,0,10464,Typical
opinion,6849333336,43,not verified,active,7348,3086,476,29,9,10919,Typical
opinion,7303436650,7,not verified,active,486,61,17,0,0,564,Unpopular
opinion,5884708253,28,not verified,active,8408,429,110,5,1,8948,Typical
opinion,4926690024,35,not verified,active,8643,413,22,8,1,9079,Typical
opinion,7560156741,12,not verified,active,295,91,24,2,0,410,Unpopular
opinion,1987156447,45,not verified,active,2861,240,92,2,0,3193,Unpopular
opinion,1602465037,32,not verified,active,8527,3777,417,7,1,12722,Typical
opinion,5216844807,23,not verified,active,7641,2894,326,55,19,10880,Typical
opinion,8349559453,51,not verified,active,8624,2495,450,34,3,11572,Typical
opinion,7052866130,36,not verified,active,8354,1282,416,15,1,10053,Typical
opinion,4621639641,19,not verified,active,1132,204,55,2,1,1392,Unpopular
opinion,3797146314,25,not verified,active,73,17,4,0,0,94,Unpopular
opinion,4547399928,14,not verified,active,8491,752,40,9,3,9286,Typical
opinion,5202178805,52,not verified,active,5601,115,4,1,0,5720,Unpopular
opinion,1752712239,27,not verified,active,2933,895,145,1,0,3973,Unpopular
opinion,9215959637,16,not verified,active,3565,517,139,4,0,4221,Unpopular
opinion,4752232509,52,not verified,active,2051,215,33,1,0,2299,Unpopular
opinion,4683453306,46,not verified,active,6651,1961,369,38,1,8982,Typical
opinion,8694303642,7,not verified,active,1155,386,77,0,0,1618,Unpopular
opinion,8057922342,17,not verified,active,4085,302,24,4,0,4411,Unpopular
opinion,7989329287,17,not verified,active,3538,341,105,7,3,3987,Unpopular
opinion,5735047789,42,not verified,active,1062,125,2,1,0,1189,Unpopular
opinion,8719468714,55,verified,active,1787,209,32,1,0,2028,Unpopular
opinion,3615999955,27,not verified,active,7519,447,97,11,3,8066,Typical
opinion,4621049291,7,verified,active,9494,3032,304,1,0,12830,Typical
opinion,6913898867,37,not verified,active,1341,222,81,0,0,1644,Unpopular
opinion,1310919429,16,not verified,active,5744,2130,46,35,5,7925,Typical
opinion,5004035372,16,not verified,active,7495,561,106,4,2,8164,Typical
opinion,5004131572,12,not verified,active,8841,2631,761,25,4,12237,Typical
opinion,3021708245,47,not verified,active,1800,241,41,6,1,2083,Unpopular
opinion,1504979871,52,not verified,active,8263,229,89,5,0,8581,Typical
opinion,5036357227,48,verified,active,9062,1107,66,4,0,10235,Typical
opinion,4949608574,38,not verified,active,6559,692,80,5,0,7331,Typical
opinion,7327104300,37,not verified,active,2651,41,5,1,0,2697,Unpopular
opinion,2699996014,12,not verified,active,8188,2530,996,39,12,11726,Typical
opinion,9896587326,48,not verified,active,3235,19,1,0,0,3255,Unpopular
opinion,1496457510,56,not verified,active,1676,604,235,15,0,2515,Unpopular
opinion,4958819676,15,not verified,active,3704,1609,93,7,2,5408,Unpopular
opinion,5778847742,14,not verified,active,9034,3744,18,89,22,12818,Typical
opinion,5886667196,32,not verified,active,8553,2804,397,3,1,11755,Typical
opinion,1421538844,5,not verified,active,6000,1699,515,39,14,8228,Typical
opinion,7761568882,18,not verified,active,5279,637,250,7,1,6167,Unpopular
opinion,6451317096,44,not verified,under review,2953,859,67,2,1,3880,Unpopular
opinion,8265851170,46,not verified,active,4429,366,134,1,0,4929,Unpopular
opinion,5559772026,50,not verified,active,5438,1139,55,14,3,6635,Typical
opinion,8007367020,36,not verified,active,9197,2342,589,56,7,12135,Typical
opinion,4444073469,26,not verified,active,1924,325,25,0,0,2274,Unpopular
opinion,8802429822,6,not verified,active,4950,1293,467,24,0,6710,Typical
opinion,2794939465,48,verified,active,9363,4130,1075,70,17,14585,Typical
opinion,4078770848,14,not verified,active,9404,1302,374,21,5,11085,Typical
opinion,3911959903,5,not verified,active,8208,3214,662,33,3,12087,Typical
opinion,1921336757,10,not verified,active,3946,716,226,17,1,4889,Unpopular
opinion,7144942940,58,not verified,active,7320,2861,1123,36,9,11313,Typical
opinion,1883244121,9,not verified,active,9918,2207,122,35,0,12247,Typical
opinion,8658554928,38,not verified,active,7196,2123,765,42,16,10100,Typical
opinion,9423751126,54,not verified,active,9054,848,13,16,3,9918,Typical
opinion,5755170680,20,not verified,active,3902,249,1,5,1,4153,Unpopular
opinion,6875115317,37,not verified,active,7831,362,60,4,0,8253,Typical
opinion,3127996282,48,verified,active,1430,6,1,0,0,1437,Unpopular
opinion,8458096158,20,not verified,active,7524,3006,223,4,1,10754,Typical
opinion,3471824407,8,not verified,active,4500,1496,180,19,3,6179,Unpopular
opinion,4758323618,57,not verified,active,209,75,13,1,0,297,Unpopular
opinion,8441563881,30,not verified,active,4332,1616,624,13,2,6574,Typical
opinion,1920659474,8,not verified,under review,6876,2324,464,46,0,9664,Typical
opinion,2722009868,59,not verified,active,4667,1207,322,2,1,6197,Unpopular
opinion,3355167076,36,not verified,active,6834,2548,394,63,14,9790,Typical
opinion,3606466124,48,not verified,active,5648,1105,235,12,4,6992,Typical
opinion,6486791218,11,not verified,active,1525,228,5,5,1,1759,Unpopular
opinion,7901328353,22,not verified,active,5285,1401,51,19,3,6740,Typical
opinion,5605406886,54,not verified,active,5375,31,6,0,0,5412,Unpopular
opinion,6284865993,39,not verified,active,8165,137,0,0,0,8302,Typical
opinion,4970918555,11,not verified,active,9973,502,56,12,1,10532,Typical
opinion,9634224639,37,not verified,active,4386,501,125,0,0,5012,Unpopular
opinion,5440923008,27,verified,active,1062,469,51,9,2,1584,Unpopular
opinion,4314197565,12,not verified,banned,7428,720,195,8,2,8345,Typical
opinion,5080484588,30,not verified,active,8377,1647,306,18,5,10335,Typical
opinion,8473138353,5,verified,active,3817,868,125,19,8,4818,Unpopular
opinion,8067356868,28,verified,active,1398,581,125,3,0,2104,Unpopular
opinion,6293074160,47,verified,active,1649,361,70,2,0,2080,Unpopular
opinion,2902430999,50,not verified,active,2654,1039,319,24,3,4015,Unpopular
opinion,6506218862,44,not verified,active,5712,392,58,9,2,6164,Unpopular
opinion,7062240438,60,not verified,active,4984,612,24,9,3,5623,Unpopular
opinion,1805349899,29,not verified,active,9047,2601,53,50,20,11721,Typical
opinion,6147162515,36,not verified,active,5921,977,181,2,0,7079,Typical
opinion,2283348844,51,not verified,active,9313,3321,318,13,0,12952,Typical
opinion,4273929201,35,verified,active,4524,1300,376,12,4,6204,Unpopular
opinion,8877833630,10,not verified,active,4003,139,48,0,0,4190,Unpopular
opinion,5693810871,20,verified,active,7729,953,56,20,1,8739,Typical
opinion,1298324348,12,not verified,under review,3453,1083,399,4,1,4936,Unpopular
opinion,8851319167,8,not verified,active,6341,159,4,3,0,6504,Typical
opinion,7684375277,11,not verified,active,759,5,1,0,0,765,Unpopular
opinion,7541935328,23,not verified,active,8443,1209,247,4,0,9899,Typical
opinion,6166440868,57,not verified,active,3721,424,140,9,1,4286,Unpopular
opinion,7245865027,9,not verified,active,2785,784,266,4,0,3835,Unpopular
opinion,1863762756,59,not verified,active,6492,1126,140,13,1,7759,Typical
opinion,4211885149,33,not verified,active,5857,2340,107,27,8,8312,Typical
opinion,9092921417,37,not verified,active,6512,1103,133,1,0,7748,Typical
opinion,7692531706,37,not verified,active,8977,733,15,5,0,9725,Typical
opinion,2851831483,25,not verified,active,882,39,8,0,0,929,Unpopular
opinion,4084716037,17,not verified,active,779,20,3,0,0,802,Unpopular
opinion,7695386942,60,not verified,active,3582,1526,115,16,3,5226,Unpopular
opinion,9754205839,7,not verified,active,2891,983,180,21,3,4057,Unpopular
opinion,2413466356,6,verified,under review,9655,2718,1025,28,0,13398,Typical
opinion,2466121047,24,not verified,under review,5011,1581,219,38,10,6821,Typical
opinion,3722901313,7,not verified,active,2093,32,10,0,0,2135,Unpopular
opinion,8548027274,49,not verified,active,5548,664,17,12,1,6230,Typical
opinion,2369370162,35,not verified,active,4529,614,185,5,1,5329,Unpopular
opinion,7198554947,22,not verified,active,8284,903,76,3,0,9263,Typical
opinion,6779109219,52,not verified,active,5153,1998,289,24,8,7448,Typical
opinion,2657109080,33,not verified,active,9273,3075,86,25,4,12438,Typical
opinion,4765345131,57,not verified,active,9039,3332,766,24,9,13146,Typical
opinion,4061208372,31,verified,active,121,42,5,0,0,168,Unpopular
opinion,6375518690,35,verified,active,6789,2522,176,26,1,9488,Typical
opinion,4220279304,42,not verified,active,2568,933,328,3,0,3829,Unpopular
opinion,3761705017,7,not verified,active,3658,1044,171,12,2,4875,Unpopular
opinion,9655421156,5,verified,active,9048,3264,856,62,2,13170,Typical
opinion,2303181834,48,not verified,under review,3564,1028,137,9,2,4731,Unpopular
opinion,3853730103,11,not verified,active,4110,140,54,3,1,4305,Unpopular
opinion,6524853233,51,not verified,active,8534,481,69,7,2,9086,Typical
opinion,7529031616,5,not verified,active,4617,1314,73,17,5,6009,Unpopular
opinion,4552713849,17,not verified,active,2313,906,280,8,0,3499,Unpopular
opinion,2385586938,42,not verified,under review,3174,1147,341,8,3,4665,Unpopular
opinion,5740032444,53,not verified,active,4113,1600,479,37,2,6194,Unpopular
opinion,8181646181,11,not verified,active,6059,1933,366,43,5,8363,Typical
opinion,8352262156,11,not verified,active,9787,1570,182,31,2,11541,Typical
opinion,7358929678,59,not verified,banned,9607,3130,966,53,10,13713,Typical
opinion,7947371600,48,not verified,active,3187,313,110,7,2,3612,Unpopular
opinion,6054589844,40,not verified,active,8724,420,22,1,0,9166,Typical
opinion,1775149940,9,not verified,under review,5291,1879,26,39,6,7202,Typical
opinion,6115251502,15,not verified,active,5189,1449,561,25,5,7204,Typical
opinion,6028904658,25,verified,active,7713,1812,216,28,3,9744,Typical
opinion,6027098825,32,not verified,active,650,244,44,4,2,940,Unpopular
opinion,2670017196,56,not verified,active,1666,97,24,2,0,1787,Unpopular
opinion,9626028219,41,not verified,active,6921,238,29,5,2,7190,Typical
opinion,3558285856,5,not verified,active,5607,407,90,4,1,6105,Unpopular
opinion,6832656078,35,not verified,active,1311,124,25,0,0,1460,Unpopular
opinion,9744378227,30,verified,active,3986,1665,608,14,4,6263,Typical
opinion,5304860598,6,not verified,active,4704,756,176,3,1,5637,Unpopular
opinion,3120534877,16,not verified,active,9799,2725,366,4,1,12891,Typical
opinion,7447845327,26,not verified,active,267,109,40,2,0,416,Unpopular
opinion,1462932766,57,not verified,active,7264,2744,571,15,6,10585,Typical
opinion,9473218076,41,not verified,active,7601,2430,667,12,0,10698,Typical
opinion,5178069407,42,not verified,active,2930,90,13,0,0,3033,Unpopular
opinion,8594428977,25,not verified,active,4972,987,289,16,1,6249,Typical
opinion,7239268623,41,not verified,active,6405,2823,447,36,7,9682,Typical
opinion,3561732128,44,not verified,active,7861,3402,714,27,8,11985,Typical
opinion,2675574179,6,not verified,active,5267,736,147,5,2,6152,Unpopular
opinion,9477964427,17,not verified,under review,6511,1764,327,30,12,8614,Typical
opinion,9808707437,6,not verified,active,2278,450,15,3,1,2744,Unpopular
opinion,2876655734,24,not verified,active,7014,1021,210,20,5,8250,Typical
opinion,6130054917,29,not verified,active,3315,744,115,17,5,4179,Unpopular
opinion,9516271034,14,not verified,active,6619,960,368,13,5,7952,Typical
opinion,6164817960,49,not verified,active,7501,281,92,7,0,7874,Typical
opinion,2106754814,40,verified,active,6121,2265,901,25,7,9294,Typical
opinion,5184457954,49,not verified,active,8583,2921,595,72,25,12124,Typical
opinion,7322986991,30,not verified,active,1722,249,98,3,1,2070,Unpopular
opinion,2331176551,52,not verified,active,4403,804,102,7,2,5311,Unpopular
opinion,4850044335,27,not verified,active,847,235,58,1,0,1140,Unpopular
opinion,8970303943,22,not verified,active,4027,1008,187,5,2,5224,Unpopular
opinion,5963371785,5,not verified,under review,7742,947,229,21,6,8924,Typical
opinion,7980092319,59,not verified,active,5133,1669,587,34,1,7390,Typical
opinion,4685123521,26,not verified,active,2554,603,223,8,3,3383,Unpopular
opinion,6287378864,38,not verified,active,5941,2632,181,53,5,8759,Typical
opinion,5602483559,39,not verified,active,4787,524,55,4,1,5367,Unpopular
opinion,3340740011,19,not verified,active,1492,370,68,5,2,1932,Unpopular
opinion,1340394815,11,not verified,active,8745,225,74,5,2,9046,Typical
opinion,4603674707,60,not verified,active,5145,2071,135,8,3,7354,Typical
opinion,6070551224,33,verified,active,1770,85,23,0,0,1878,Unpopular
opinion,4071564508,23,verified,active,7261,586,113,8,3,7963,Typical
opinion,4486645429,23,not verified,active,9482,390,116,8,1,9989,Typical
opinion,8280562744,21,not verified,active,9742,2207,129,14,2,12080,Typical
opinion,3564392521,51,not verified,active,9867,2819,775,47,6,13467,Typical
opinion,4744211867,7,verified,active,1586,124,22,1,0,1732,Unpopular
opinion,7989405045,23,verified,active,1726,672,141,3,1,2540,Unpopular
opinion,3211918618,17,not verified,active,5765,725,232,16,0,6722,Typical
opinion,5464893291,47,not verified,active,7851,2399,256,35,13,10519,Typical
opinion,9286257290,37,not verified,active,5318,38,12,1,0,5368,Unpopular
opinion,3921973255,49,not verified,active,214,88,29,2,1,332,Unpopular
opinion,8466160189,39,not verified,active,8816,3485,235,33,1,12537,Typical
opinion,3473920301,32,not verified,active,3469,893,169,8,2,4533,Unpopular
opinion,5676155318,47,not verified,active,6318,231,44,4,1,6594,Typical
opinion,2825947875,38,not verified,active,1797,488,43,4,2,2330,Unpopular
opinion,9240622558,47,not verified,active,1921,267,8,5,0,2196,Unpopular
opinion,6107733952,25,not verified,active,3433,836,65,14,4,4338,Unpopular
opinion,6079841635,15,not verified,active,963,32,4,1,0,999,Unpopular
opinion,6341856132,21,not verified,active,9695,522,79,3,0,10296,Typical
opinion,2317881887,21,not verified,active,9495,3202,897,73,29,13623,Typical
opinion,5916889585,41,not verified,active,8297,1712,657,6,2,10668,Typical
opinion,4192655744,45,not verified,active,1160,132,7,1,0,1299,Unpopular
opinion,1776145882,56,not verified,active,5902,517,39,0,0,6458,Typical
opinion,1426380499,45,verified,active,7947,1834,591,45,12,10384,Typical
opinion,3647115598,20,not verified,active,9720,2308,748,45,9,12785,Typical
opinion,3247186581,10,not verified,active,6261,91,14,2,1,6367,Typical
opinion,8632187430,31,not verified,active,2493,40,9,1,0,2542,Unpopular
opinion,6564128466,25,not verified,active,5874,1914,149,8,1,7938,Typical
opinion,1775925560,22,not verified,active,4976,240,56,3,0,5272,Unpopular
opinion,1461077309,40,not verified,active,8553,78,7,0,0,8638,Typical
opinion,4612077064,26,not verified,active,7593,717,264,3,0,8574,Typical
opinion,7333235834,44,verified,active,5702,2351,545,10,2,8600,Typical
